id,Marital status,Application mode,Application order,Course,evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Output
2934.0,2.0,12.0,1.0,3.0,0.0,9.0,1.0,19.0,24.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,1.0,6.0,11.0,0.0,0.0,1.0,7.6,2.6,0.32,0.0
523.0,1.0,9.0,3.0,6.0,1.0,1.0,18.0,1.0,1.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,1.0,0.0,5.0,9.0,4.0,12.0,0.0,0.0,5.0,8.0,5.0,13.0,0.0,10.8,1.4,1.74,2.0
1905.0,1.0,15.0,1.0,10.0,1.0,14.0,1.0,1.0,27.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,3.0,6.0,6.0,6.0,13.333333333333334,0.0,2.0,6.0,6.0,6.0,14.166666666666666,0.0,13.9,-0.3,0.79,2.0
2279.0,2.0,14.0,1.0,3.0,0.0,1.0,1.0,22.0,27.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,0.0,0.0,6.0,9.0,6.0,12.142857142857142,0.0,0.0,6.0,6.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
1608.0,1.0,8.0,1.0,15.0,1.0,1.0,1.0,23.0,14.0,10.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,5.0,13.6,0.0,12.4,0.5,1.79,1.0
861.0,1.0,12.0,2.0,9.0,1.0,9.0,1.0,13.0,28.0,10.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,28.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,0.0
4346.0,1.0,8.0,2.0,11.0,1.0,1.0,1.0,10.0,14.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,16.0,1.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
4271.0,1.0,8.0,4.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,6.0,5.0,14.6,0.0,0.0,5.0,5.0,5.0,15.2,0.0,8.9,1.4,3.51,0.0
165.0,1.0,8.0,1.0,15.0,1.0,1.0,1.0,13.0,27.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,7.0,6.0,13.0,0.0,15.5,2.8,-4.06,2.0
491.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,22.0,27.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,14.857142857142858,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,12.4,0.5,1.79,2.0
2314.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,7.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,12.4,0.5,1.79,2.0
639.0,1.0,9.0,1.0,15.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,12.7,3.7,-1.7,0.0
3382.0,1.0,8.0,1.0,10.0,1.0,1.0,1.0,22.0,28.0,10.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.0,6.0,7.0,6.0,14.142857142857142,0.0,11.1,0.6,2.02,2.0
2533.0,1.0,8.0,1.0,8.0,1.0,1.0,1.0,2.0,14.0,3.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,7.0,6.0,12.833333333333334,1.0,0.0,6.0,8.0,6.0,13.0,0.0,8.9,1.4,3.51,1.0
4297.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,23.0,27.0,10.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,8.0,5.0,14.0,0.0,0.0,6.0,8.0,6.0,13.0,0.0,10.8,1.4,1.74,2.0
3802.0,4.0,14.0,1.0,3.0,0.0,1.0,1.0,23.0,27.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,0.0,3.0,9.0,9.0,9.0,13.11111111111111,0.0,2.0,7.0,10.0,7.0,11.714285714285714,0.0,12.7,3.7,-1.7,2.0
2692.0,1.0,8.0,4.0,9.0,1.0,1.0,1.0,13.0,14.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,0.0,5.0,6.0,5.0,11.8,0.0,0.0,5.0,8.0,4.0,11.6,0.0,8.9,1.4,3.51,2.0
317.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,26.0,14.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,7.0,13.694285714285714,0.0,0.0,8.0,9.0,8.0,14.355555555555554,0.0,11.1,0.6,2.02,2.0
110.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,22.0,27.0,7.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,13.857142857142858,0.0,0.0,6.0,6.0,6.0,15.0,0.0,13.9,-0.3,0.79,2.0
833.0,2.0,12.0,1.0,8.0,1.0,1.0,1.0,22.0,27.0,10.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,0.0,1.0,6.0,11.0,2.0,12.0,1.0,1.0,6.0,12.0,1.0,10.0,1.0,16.2,0.3,-0.92,0.0
710.0,2.0,12.0,1.0,17.0,0.0,12.0,1.0,23.0,28.0,12.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,45.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
3839.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
2603.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,23.0,27.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,5.0,12.0,0.0,0.0,4.0,0.0,5.0,8.0,0.0,0.0,1.0,9.4,-0.8,-3.12,0.0
1495.0,1.0,4.0,1.0,7.0,1.0,15.0,1.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,5.0,5.0,5.0,13.8,0.0,0.0,5.0,7.0,5.0,14.142857142857142,0.0,11.1,0.6,2.02,2.0
3167.0,1.0,12.0,1.0,17.0,0.0,1.0,1.0,13.0,28.0,10.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,5.0,7.0,3.0,10.666666666666666,0.0,0.0,5.0,7.0,3.0,10.5,0.0,10.8,1.4,1.74,0.0
984.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,3.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,8.0,2.0,10.0,0.0,0.0,5.0,8.0,1.0,16.0,0.0,7.6,2.6,0.32,0.0
2262.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,6.0,13.0,2.0,13.5,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.5,2.8,-4.06,0.0
668.0,1.0,8.0,5.0,12.0,1.0,1.0,1.0,1.0,14.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,0.0
1298.0,1.0,1.0,1.0,17.0,0.0,1.0,1.0,2.0,27.0,5.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,5.0,9.0,5.0,12.428571428571429,1.0,0.0,5.0,7.0,5.0,11.8,0.0,7.6,2.6,0.32,2.0
3366.0,1.0,1.0,1.0,17.0,0.0,1.0,1.0,22.0,27.0,10.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,5.0,11.0,2.0,11.5,0.0,0.0,5.0,10.0,3.0,12.0,0.0,7.6,2.6,0.32,1.0
94.0,2.0,12.0,1.0,3.0,0.0,1.0,1.0,22.0,14.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,2.0,8.0,11.0,8.0,11.875,0.0,0.0,6.0,7.0,6.0,12.333333333333334,0.0,12.7,3.7,-1.7,2.0
537.0,1.0,8.0,1.0,11.0,1.0,1.0,1.0,3.0,14.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,6.0,7.0,5.0,11.0,0.0,0.0,6.0,7.0,5.0,12.4,0.0,15.5,2.8,-4.06,2.0
1293.0,1.0,8.0,5.0,7.0,1.0,1.0,4.0,4.0,10.0,3.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,0.0,5.0,5.0,5.0,14.8,0.0,0.0,5.0,5.0,5.0,17.6,0.0,8.9,1.4,3.51,2.0
1804.0,1.0,16.0,1.0,9.0,1.0,12.0,1.0,13.0,14.0,10.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,8.9,1.4,3.51,0.0
1066.0,1.0,1.0,6.0,12.0,1.0,1.0,1.0,23.0,27.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,7.0,6.0,13.416666666666666,0.0,0.0,7.0,7.0,6.0,13.416666666666666,0.0,7.6,2.6,0.32,2.0
2613.0,1.0,12.0,1.0,17.0,0.0,1.0,1.0,1.0,28.0,5.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,16.2,0.3,-0.92,0.0
805.0,1.0,8.0,2.0,9.0,1.0,1.0,1.0,13.0,1.0,10.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,10.0,2.0,11.5,0.0,0.0,5.0,8.0,3.0,10.0,0.0,11.1,0.6,2.02,1.0
1961.0,1.0,9.0,1.0,12.0,1.0,1.0,1.0,13.0,1.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,9.4,-0.8,-3.12,1.0
2378.0,1.0,14.0,1.0,17.0,0.0,1.0,1.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,8.0,12.0,12.0,8.0,11.25,0.0,3.0,8.0,8.0,3.0,11.333333333333334,0.0,7.6,2.6,0.32,0.0
210.0,1.0,1.0,2.0,12.0,1.0,1.0,1.0,23.0,1.0,8.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,12.642857142857142,0.0,0.0,8.0,8.0,7.0,12.642857142857142,0.0,12.7,3.7,-1.7,2.0
1913.0,2.0,8.0,3.0,3.0,0.0,1.0,1.0,13.0,27.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,3.0,10.666666666666666,0.0,0.0,6.0,12.0,0.0,0.0,0.0,7.6,2.6,0.32,0.0
3286.0,1.0,4.0,1.0,13.0,1.0,17.0,1.0,23.0,14.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,0.0,7.0,16.0,1.0,12.0,0.0,0.0,7.0,13.0,0.0,0.0,1.0,11.1,0.6,2.02,0.0
3375.0,1.0,15.0,1.0,4.0,1.0,14.0,1.0,23.0,28.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,11.0,6.0,13.428571428571429,0.0,0.0,6.0,12.0,6.0,12.857142857142858,0.0,15.5,2.8,-4.06,2.0
3217.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,22.0,27.0,12.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,5.0,10.0,3.0,10.666666666666666,0.0,0.0,5.0,5.0,4.0,12.25,0.0,7.6,2.6,0.32,2.0
3138.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,13.0,14.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,15.0,0.0,16.2,0.3,-0.92,2.0
2738.0,1.0,8.0,2.0,9.0,1.0,1.0,1.0,23.0,27.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,11.0,5.0,11.333333333333334,0.0,0.0,5.0,8.0,5.0,12.0,0.0,13.9,-0.3,0.79,2.0
679.0,1.0,1.0,1.0,2.0,1.0,1.0,14.0,3.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,2.0
1598.0,1.0,8.0,1.0,10.0,1.0,1.0,1.0,22.0,27.0,8.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,10.0,4.0,12.0,0.0,0.0,6.0,7.0,5.0,11.8,0.0,9.4,-0.8,-3.12,0.0
4036.0,1.0,12.0,1.0,14.0,1.0,1.0,1.0,1.0,14.0,5.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,0.0,6.0,10.0,5.0,14.5,0.0,10.8,1.4,1.74,2.0
4159.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,13.0,14.0,6.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,9.0,6.0,13.666666666666666,0.0,10.8,1.4,1.74,2.0
2618.0,1.0,8.0,2.0,16.0,1.0,1.0,1.0,23.0,14.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,12.333333333333334,0.0,0.0,6.0,7.0,5.0,12.4,0.0,10.8,1.4,1.74,0.0
39.0,1.0,15.0,1.0,8.0,1.0,14.0,3.0,4.0,4.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,2.0,6.0,13.0,3.0,11.666666666666666,0.0,1.0,6.0,11.0,3.0,12.0,0.0,12.4,0.5,1.79,0.0
3573.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,13.0,14.0,10.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,9.4,-0.8,-3.12,1.0
2229.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,11.833333333333334,0.0,0.0,6.0,8.0,4.0,10.75,2.0,16.2,0.3,-0.92,2.0
1532.0,2.0,6.0,1.0,15.0,1.0,1.0,14.0,22.0,27.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,1.0,0.0,6.0,8.0,6.0,12.166666666666666,0.0,0.0,6.0,7.0,4.0,11.75,0.0,11.1,0.6,2.02,2.0
1088.0,1.0,8.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,11.0,5.0,11.4,0.0,0.0,7.0,9.0,6.0,13.333333333333334,0.0,13.9,-0.3,0.79,1.0
1976.0,1.0,1.0,4.0,12.0,1.0,1.0,1.0,13.0,14.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,12.0,4.0,12.85,0.0,0.0,7.0,7.0,7.0,12.62142857142857,0.0,11.1,0.6,2.02,1.0
729.0,1.0,14.0,1.0,14.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,13.0,4.0,13.75,0.0,0.0,6.0,8.0,5.0,11.2,0.0,13.9,-0.3,0.79,1.0
2661.0,2.0,12.0,1.0,15.0,1.0,13.0,1.0,22.0,27.0,10.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,57.0,0.0,0.0,6.0,7.0,5.0,14.2,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,9.4,-0.8,-3.12,2.0
3000.0,1.0,12.0,1.0,12.0,1.0,1.0,1.0,3.0,14.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,8.0,12.0,7.0,12.714285714285714,0.0,0.0,8.0,12.0,7.0,12.714285714285714,0.0,12.7,3.7,-1.7,1.0
412.0,1.0,1.0,3.0,12.0,1.0,1.0,1.0,1.0,1.0,5.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,7.0,11.5875,0.0,0.0,8.0,9.0,7.0,14.071428571428571,0.0,13.9,-0.3,0.79,2.0
3282.0,2.0,17.0,1.0,9.0,1.0,16.0,1.0,13.0,14.0,28.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,6.0,11.0,20.0,9.0,12.22222222222222,0.0,3.0,9.0,16.0,9.0,11.6,0.0,8.9,1.4,3.51,1.0
3742.0,1.0,8.0,1.0,14.0,1.0,1.0,1.0,13.0,28.0,8.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,5.0,13.5,0.0,0.0,6.0,6.0,6.0,14.0,0.0,12.4,0.5,1.79,2.0
2802.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,13.0,27.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,14.714285714285714,0.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,13.9,-0.3,0.79,2.0
3920.0,1.0,1.0,5.0,10.0,1.0,1.0,1.0,23.0,1.0,10.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,11.0,0.0,0.0,6.0,13.0,3.0,11.0,0.0,9.4,-0.8,-3.12,2.0
1542.0,4.0,8.0,5.0,3.0,0.0,1.0,1.0,13.0,14.0,12.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,5.0,12.0,1.0,10.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,10.8,1.4,1.74,0.0
3521.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,22.0,27.0,8.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,12.0,17.0,19.0,13.0,11.642857142857142,0.0,12.0,17.0,25.0,12.0,11.25,0.0,11.1,0.6,2.02,0.0
3108.0,1.0,1.0,5.0,15.0,1.0,1.0,1.0,23.0,1.0,5.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,6.0,6.0,12.5,0.0,15.5,2.8,-4.06,1.0
918.0,2.0,15.0,1.0,4.0,1.0,14.0,1.0,22.0,28.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,6.0,8.0,6.0,14.166666666666666,0.0,0.0,6.0,9.0,6.0,15.0,0.0,15.5,2.8,-4.06,2.0
2890.0,2.0,12.0,1.0,3.0,0.0,9.0,1.0,19.0,24.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,5.0,8.0,13.0,8.0,13.75,0.0,2.0,6.0,9.0,6.0,12.5,0.0,7.6,2.6,0.32,2.0
3933.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,13.0,14.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,13.0,1.0,10.0,0.0,0.0,5.0,8.0,2.0,10.0,0.0,12.4,0.5,1.79,1.0
887.0,1.0,14.0,2.0,10.0,1.0,1.0,1.0,22.0,27.0,10.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,0.0,4.0,7.0,16.0,6.0,11.0,0.0,2.0,7.0,9.0,7.0,11.0,0.0,9.4,-0.8,-3.12,2.0
578.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,22.0,27.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,11.5,0.0,0.0,6.0,6.0,6.0,11.666666666666666,0.0,7.6,2.6,0.32,2.0
848.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,9.0,4.0,14.25,0.0,0.0,5.0,8.0,5.0,12.714285714285714,0.0,10.8,1.4,1.74,1.0
2991.0,1.0,9.0,1.0,12.0,1.0,1.0,1.0,22.0,27.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,8.0,7.0,11.82,0.0,0.0,8.0,8.0,7.0,11.82,0.0,10.8,1.4,1.74,2.0
3193.0,1.0,13.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,6.0,7.0,13.0,7.0,12.375,0.0,4.0,7.0,8.0,4.0,11.25,0.0,13.9,-0.3,0.79,0.0
2957.0,2.0,12.0,1.0,3.0,0.0,3.0,1.0,22.0,27.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,8.0,11.0,11.0,11.0,12.636363636363637,0.0,5.0,8.0,8.0,8.0,11.0,0.0,13.9,-0.3,0.79,2.0
1997.0,1.0,8.0,1.0,15.0,1.0,1.0,1.0,22.0,27.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,12.857142857142858,0.0,0.0,6.0,6.0,6.0,13.333333333333334,0.0,13.9,-0.3,0.79,2.0
1140.0,1.0,1.0,6.0,12.0,1.0,1.0,1.0,23.0,14.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,11.0,7.0,13.37,0.0,0.0,8.0,13.0,7.0,12.833333333333334,0.0,15.5,2.8,-4.06,2.0
2194.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,22.0,14.0,6.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,2.0
4417.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,13.5,0.0,16.2,0.3,-0.92,2.0
3040.0,1.0,1.0,3.0,15.0,1.0,1.0,1.0,1.0,14.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,6.0,6.0,13.0,0.0,0.0,6.0,7.0,6.0,13.142857142857142,0.0,12.4,0.5,1.79,0.0
4252.0,2.0,1.0,1.0,17.0,0.0,1.0,1.0,13.0,14.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,5.0,5.0,5.0,12.0,0.0,0.0,5.0,6.0,5.0,11.6,0.0,7.6,2.6,0.32,2.0
2719.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,14.857142857142858,0.0,0.0,6.0,10.0,6.0,13.11111111111111,0.0,12.4,0.5,1.79,2.0
131.0,1.0,8.0,2.0,5.0,1.0,1.0,1.0,22.0,27.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6.0,13.0,0.0,7.6,2.6,0.32,2.0
1583.0,1.0,8.0,1.0,16.0,1.0,1.0,1.0,22.0,28.0,10.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,9.0,5.0,12.0,0.0,0.0,6.0,8.0,5.0,11.2,0.0,10.8,1.4,1.74,0.0
1970.0,1.0,16.0,1.0,10.0,1.0,1.0,1.0,13.0,3.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,5.0,11.0,18.0,8.0,12.625,0.0,4.0,10.0,10.0,3.0,11.0,0.0,11.1,0.6,2.02,1.0
2940.0,4.0,12.0,1.0,3.0,0.0,3.0,1.0,22.0,27.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,43.0,0.0,0.0,6.0,7.0,5.0,12.2,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,9.4,-0.8,-3.12,2.0
2956.0,1.0,4.0,1.0,12.0,1.0,3.0,1.0,22.0,27.0,10.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,0.0,7.0,7.0,0.0,0.0,7.0,16.2,0.3,-0.92,0.0
1320.0,1.0,1.0,5.0,10.0,1.0,3.0,1.0,1.0,28.0,10.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,10.8,1.4,1.74,2.0
2626.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,14.842857142857143,0.0,0.0,8.0,9.0,8.0,14.38888888888889,0.0,16.2,0.3,-0.92,2.0
2794.0,4.0,12.0,1.0,17.0,0.0,1.0,1.0,22.0,27.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,1.0
